ID,item_cnt_month
0,0.21197528
1,0.20021704
2,0.1988124
3,0.20599899
4,0.20030585
5,0.2708306
6,0.22407043
7,0.20057914
8,0.25513652
9,0.20171088
10,1.3831587
11,0.2367368
12,0.2013933
13,0.20456514
14,0.3556594
15,0.5604842
16,0.1998325
17,0.20096347
18,0.21140406
19,0.20855442
20,0.20364872
21,0.20226023
22,0.2321392
23,0.20115432
24,0.2767913
25,0.19324788
26,0.20075825
27,0.18369159
28,0.18932909
29,5.6138525
30,0.19646281
31,0.17903793
32,0.18711436
33,0.18935925
34,0.17903462
35,0.17875451
36,0.1784868
37,0.18746236
38,0.19992894
39,0.19949275
40,0.20335117
41,0.21478072
42,3.9364007
43,5.112653
44,0.20281398
45,0.19968048
46,0.20233491
47,0.19976595
48,0.2000641
49,0.20547548
50,0.36958966
51,0.20036995
52,0.20155686
53,0.20002607
54,0.3564442
55,5.61081
56,1.9541451
57,1.1350614
58,5.4720488
59,5.347793
60,5.221803
61,0.5831349
62,0.43718162
63,0.37117627
64,0.3065379
65,0.22154593
66,0.28645238
67,0.24051544
68,0.7521684
69,0.3269747
70,0.21955872
71,1.0051358
72,0.28274423
73,0.44345173
74,0.3925733
75,0.57186836
76,0.19967574
77,0.36323246
78,0.65543723
79,0.6777359
80,1.3102527
81,6.1003923
82,0.78127146
83,0.76447964
84,0.26087508
85,0.33904365
86,0.21673241
87,0.2045033
88,2.9389508
89,0.7280617
90,0.28966013
91,0.235262
92,3.7077963
93,0.4533591
94,0.27731284
95,0.20228294
96,0.20547763
97,0.22091445
98,0.22438398
99,0.65756214
100,0.48090452
101,0.25728887
102,0.5700409
103,0.63516265
104,0.5969885
105,0.2122266
106,0.20912293
107,0.4353136
108,0.20550007
109,0.20661023
110,0.2166462
111,0.4688378
112,0.27164966
113,0.3367879
114,0.25863653
115,0.19973582
116,0.1758137
117,0.19882125
118,6.290551
119,0.19872394
120,0.19872499
121,0.1987302
122,0.19880623
123,0.19892722
124,0.19968882
125,0.19956338
126,0.19877586
127,0.17509979
128,0.17915216
129,0.1710918
130,0.1988526
131,0.172786
132,0.19036165
133,6.1656637
134,0.19872224
135,0.1969305
136,0.1963005
137,0.19632345
138,0.19997653
139,0.195494
140,0.17536402
141,0.17582616
142,0.18065798
143,0.1746003
144,0.1987612
145,0.19876102
146,0.19876096
147,0.18137455
148,0.17789733
149,0.19872361
150,0.19852519
151,0.17403945
152,3.5667038
153,0.17044103
154,0.19697613
155,0.17210445
156,0.17032135
157,0.17032549
158,0.17032629
159,0.17080319
160,0.17097142
161,0.17036358
162,0.17033485
163,0.19870248
164,0.17189458
165,0.17179406
166,0.17108986
167,0.17196819
168,0.17274496
169,0.17182505
170,0.1703637
171,0.17187065
172,0.19874415
173,0.19848654
174,0.17262012
175,0.17017344
176,0.19252
177,0.17199188
178,0.17079371
179,0.17212892
180,0.17465937
181,0.17198032
182,0.17043018
183,0.17046538
184,0.17043138
185,0.17136666
186,0.17510799
187,0.19286925
188,0.18800369
189,0.1880163
190,0.19935456
191,0.1990462
192,0.20286506
193,0.17808259
194,0.19932598
195,0.1849362
196,0.17829949
197,4.554734
198,0.21217594
199,0.1818611
200,0.20043483
201,0.1818172
202,0.19683862
203,0.19910645
204,0.19839835
205,0.19725874
206,0.199312
207,0.18757525
208,0.2189425
209,0.20383546
210,0.20047325
211,0.19849491
212,0.1984584
213,0.19919375
214,0.19698212
215,0.19955295
216,0.2004737
217,0.19938311
218,0.25848326
219,0.20284238
220,0.1896357
221,0.19990012
222,0.1742292
223,0.17988822
224,0.35411003
225,0.176415
226,0.17449886
227,0.18084183
228,0.19917598
229,0.19308743
230,0.1986233
231,0.17518702
232,0.17531279
233,0.19954082
234,0.17541757
235,0.17440921
236,0.1741251
237,0.17570305
238,0.17331085
239,0.19913647
240,0.1981475
241,0.19588947
242,0.17322439
243,0.19962952
244,0.19847187
245,0.19879523
246,0.26709637
247,0.17661431
248,0.19937038
249,0.191134
250,0.17816806
251,0.17850068
252,0.19999608
253,0.19669461
254,0.18364999
255,6.060299
256,0.17010143
257,0.17010659
258,0.1931631
259,0.1701073
260,0.17010474
261,0.1701059
262,0.17010498
263,0.17017782
264,0.17010811
265,0.17010447
266,0.1701043
267,0.17110199
268,0.17010418
269,0.17010325
270,0.17031977
271,0.17010444
272,0.17010272
273,0.17010722
274,6.2832894
275,0.17010576
276,0.17514
277,0.1858261
278,0.17773223
279,0.17746603
280,0.17753512
281,0.17718428
282,0.19800088
283,0.17011276
284,0.17636237
285,0.17591622
286,0.17572123
287,0.1759812
288,0.17510527
289,0.17700994
290,0.17541817
291,0.17716077
292,0.17779586
293,0.17545182
294,0.17704952
295,0.18592167
296,0.17489892
297,0.17713833
298,0.1701042
299,0.17010307
300,0.17010248
301,0.17021844
302,0.17010432
303,0.17010385
304,0.17010453
305,0.17010278
306,0.17010272
307,0.17010146
