ID,item_cnt_month
0,1.8495185
1,0.05441587
2,2.0060441
3,0.54714626
4,0.23076175
5,0.90264237
6,1.2666581
7,0.14282598
8,2.4755788
9,0.19780637
10,4.1554303
11,0.5273393
12,0.038235974
13,0.8368872
14,2.9510095
15,2.0405674
16,-0.0044303676
17,0.11061453
18,2.119873
19,0.21236111
20,0.80996525
21,0.14516707
22,0.82371014
23,1.4665196
24,1.4914048
25,0.23490557
26,0.1515474
27,1.304873
28,0.6038189
29,5.7783365
30,1.0330011
31,0.16030216
32,1.4175477
33,1.596566
34,0.12722208
35,0.25758472
36,0.17425942
37,1.2981015
38,0.3557598
39,0.13736242
40,0.75046444
41,1.7655116
42,3.593217
43,5.857671
44,1.4675199
45,0.11054875
46,1.0391442
47,0.32940426
48,0.5649744
49,0.66874635
50,2.538322
51,0.34596422
52,0.113473
53,0.31444395
54,6.210941
55,5.598227
56,8.844427
57,4.372501
58,6.438725
59,6.0189576
60,3.9573717
61,0.55754095
62,1.4716581
63,0.0932261
64,0.05886969
65,0.043967456
66,1.1697701
67,0.09814421
68,0.8280332
69,0.22069754
70,0.043967456
71,0.09134334
72,0.357036
73,2.4712405
74,0.06376537
75,0.22651434
76,0.082818866
77,0.08683637
78,1.5216606
79,3.3029273
80,5.9286036
81,10.949577
82,7.149386
83,0.4974586
84,2.529071
85,1.2947446
86,0.6698731
87,0.08330189
88,3.5951436
89,1.362785
90,0.52213836
91,0.14516707
92,4.127217
93,0.2748559
94,0.674764
95,0.047773074
96,0.06856694
97,0.91054785
98,1.1154301
99,2.1830425
100,1.3286227
101,0.21236111
102,0.44784498
103,0.06856694
104,0.13532232
105,0.040551543
106,0.040551543
107,0.9625602
108,0.10489363
109,0.040551543
110,0.56494683
111,0.09472828
112,0.14516707
113,0.21236111
114,0.76532453
115,0.59837306
116,0.056719005
117,0.16464166
118,16.231205
119,0.183887
120,0.05062596
121,0.0749545
122,0.08150578
123,0.594295
124,1.213551
125,0.63023674
126,0.039333865
127,0.07808337
128,0.06594705
129,0.25089195
130,0.022550276
131,0.07090006
132,0.081689045
133,0.081689045
134,0.04780332
135,0.062380813
136,0.37534344
137,0.062380813
138,0.97619087
139,0.062380813
140,0.3536362
141,0.30297023
142,0.16484348
143,0.38601178
144,0.082923636
145,0.082923636
146,0.082923636
147,0.22933549
148,0.06594705
149,0.04352521
150,0.1188398
151,0.06274745
152,0.26190546
153,0.34398335
154,0.03639726
155,0.2387962
156,0.3442793
157,0.08245262
158,0.19755794
159,0.13749082
160,0.07090006
161,0.2507343
162,0.08245262
163,0.4146338
164,0.52897733
165,0.06594705
166,0.39382026
167,0.097129725
168,0.06594705
169,0.06768342
170,0.2507343
171,0.6574431
172,0.056878764
173,1.9042528
174,3.0292542
175,2.0484207
176,1.8373288
177,0.07090006
178,0.25247064
179,0.09893068
180,0.07090006
181,0.2442069
182,0.08245262
183,0.20964411
184,0.2507343
185,0.07090006
186,0.10559914
187,0.2554202
188,0.05176601
189,0.05176601
190,0.04518239
191,1.4680005
192,0.5556872
193,0.31691316
194,0.04518239
195,0.38067174
196,0.13594308
197,6.872613
198,1.1011406
199,0.231481
200,-0.0019504132
201,0.231481
202,0.42108583
203,1.8441683
204,0.18491112
205,0.11627067
206,0.059581388
207,0.17910278
208,0.45367548
209,0.68856114
210,0.3765106
211,0.13113943
212,0.057486925
213,0.05176601
214,0.12401254
215,0.96987736
216,0.33818117
217,0.39982188
218,3.247405
219,0.35624987
220,0.39454418
221,0.06825336
222,0.24241188
223,1.2340792
224,4.6651473
225,1.0854888
226,0.39057362
227,0.13158296
228,0.34988138
229,0.05176601
230,0.04518239
231,0.4362559
232,0.077698685
233,0.23178154
234,0.085591495
235,0.27407598
236,0.31248555
237,0.75409335
238,0.13526306
239,0.44910416
240,0.32980227
241,0.05176601
242,0.26607838
243,0.04518239
244,0.05176601
245,0.29180083
246,1.5513425
247,1.9821727
248,0.8927235
249,0.12840775
250,0.44384757
251,0.4092229
252,0.39688656
253,3.2272093
254,0.7272497
255,0.24241188
256,0.06797194
257,0.22438905
258,0.40368775
259,0.2622941
260,0.096413754
261,0.068616115
262,0.32407433
263,0.033618517
264,0.075837635
265,0.53378326
266,0.056039304
267,0.29317454
268,0.068947606
269,0.07286177
270,2.0520353
271,0.07553304
272,0.25986958
273,0.05641938
274,14.874479
275,0.05641938
276,0.061096605
277,2.0632956
278,0.08775206
279,0.31714478
280,0.35042673
281,0.3172043
282,0.2143554
283,0.30429044
284,0.35042673
285,0.37526408
286,0.06565528
287,0.8023784
288,0.38279176
289,0.082543634
290,0.06565528
291,0.091013096
292,0.6188177
293,0.25878385
294,0.33020282
295,1.4228474
296,0.29363242
297,0.25264472
298,0.05641938
299,0.056039304
300,0.05410381
301,0.60625184
302,1.232742
303,0.48027706
304,0.07118652
305,0.0636409
306,0.42657316
307,0.18220562
308,0.3600367
309,0.05641938
310,0.060374666
311,0.7444853
312,0.34827113
313,0.2678326
314,0.038215317
315,0.0370557
316,0.20267458
317,0.05641938
318,0.06450873
319,0.20679954
320,0.056039304
321,0.08722196
322,0.9928891
323,0.1539959
324,0.58921486
325,0.29346347
326,0.08722196
327,0.06565528
328,0.06565528
329,0.17941771
330,0.06565528
331,0.046195343
332,0.1873968
333,0.27857414
334,0.550868
335,0.35203394
336,0.14247118
337,0.59892005
338,0.17572694
339,0.817681
340,0.13626488
341,0.58148605
342,0.07356913
343,0.69767165
344,0.11990806
345,0.08255431
346,5.768164
347,3.1931136
348,0.14013551
349,0.36364368
350,0.15440297
351,1.852409
352,0.055365056
353,0.2704897
354,0.06051522
355,0.08424258
356,0.15440297
357,0.5322215
358,0.50804675
359,0.15440297
360,0.28211117
361,5.7779126
362,0.22185233
363,0.9213795
364,0.689677
365,0.28499335
366,0.07356913
367,0.07356913
368,0.0775244
369,0.31128874
370,0.082543634
371,0.082543634
372,0.082543634
373,0.06565528
374,2.3983386
375,3.2302163
376,1.088426
377,0.37526408
378,0.3550003
379,0.06565528
380,0.62352854
381,0.28499335
382,0.2644203
383,0.07356913
384,2.2148664
385,0.28416458
386,0.26799273
387,0.068616115
388,0.22047292
389,0.10454122
390,0.055365056
391,0.182465
392,0.24049379
393,1.02677
394,0.06051522
395,0.038215317
396,1.7611008
397,0.7089936
398,0.0706483
399,0.36969915
400,0.054248072
401,0.23431228
402,2.2864861
403,4.411787
404,0.17990404
405,0.2842571
406,0.3202181
407,0.10253963
408,0.18147886
409,0.22349994
410,0.04690521
411,0.68626994
412,0.27764595
413,0.4563545
414,0.0706483
415,5.127898
416,0.15630586
417,0.22349994
418,0.06614134
419,0.050920594
420,0.44949147
421,0.050920594
422,0.12808187
423,0.23170821
424,0.14231926
425,0.2324692
426,0.18366438
427,0.050920594
428,0.6695459
429,0.881065
430,1.167225
431,0.9993827
432,0.034859095
433,0.054020073
434,0.08647813
435,0.64311546
436,0.10658035
437,0.7804667
438,0.43653876
439,0.40545422
440,0.25384736
441,0.51795846
442,0.44208917
443,0.45208344
444,0.14231926
445,0.5433878
446,0.3774006
447,0.36760503
448,0.060122695
449,0.6501771
450,0.060122695
451,0.44202226
452,0.39138556
453,0.44208917
454,0.8787757
455,0.30491996
456,0.24687107
457,0.04690521
458,1.7849487
459,1.1881235
460,59.86788
461,1.1766909
462,0.07432896
463,0.8057209
464,0.7599275
465,0.07432896
466,0.0858815
467,0.07432896
468,0.07432896
469,0.47482443
470,0.020955889
471,0.4893489
472,0.1531024
