ID,item_cnt_month
0,1.3424594
1,0.07328299
2,0.78589803
3,0.34715828
4,0.07328299
5,0.3078798
6,0.07328299
7,0.29765442
8,2.0599513
9,0.07328299
10,4.685459
11,0.07328299
12,0.07811182
13,1.1298879
14,2.6206899
15,1.771359
16,0.07328299
17,0.21506098
18,2.500784
19,0.13672791
20,1.3896849
21,0.07328299
22,0.99206597
23,1.1834366
24,0.9480455
25,0.07328299
26,0.07328299
27,1.1628697
28,0.59885246
29,2.4763756
30,1.2791679
31,0.07328299
32,1.1309983
33,0.7406809
34,0.11039904
35,0.07805872
36,0.21290906
37,0.8709516
38,0.13577496
39,0.13577496
40,0.07328299
41,1.8845583
42,3.1269743
43,5.6652737
44,0.34715828
45,0.07328299
46,1.4956942
47,0.46966946
48,0.8446381
49,0.91250575
50,4.1104193
51,0.07328299
52,0.1400464
53,0.4169502
54,3.1219504
55,0.07328299
56,3.4317493
57,2.6689868
58,0.07328299
59,0.07328299
60,0.07328299
61,0.72076726
62,0.8861161
63,0.10268406
64,0.07328299
65,0.07328299
66,0.50721866
67,0.09052619
68,0.34715828
69,0.14254932
70,0.07328299
71,0.07328299
72,0.3176883
73,1.715948
74,0.07328299
75,0.07328299
76,0.13508707
77,0.07328299
78,0.9063537
79,0.34715828
80,1.7444862
81,6.6189137
82,2.5959632
83,0.79193884
84,2.0367062
85,1.7065166
86,1.4650968
87,0.100260764
88,4.2307825
89,1.0906377
90,1.0021603
91,0.07328299
92,4.1520524
93,0.34715828
94,0.4076525
95,0.07924768
96,0.09052619
97,0.5302596
98,1.2156839
99,2.0931668
100,5.124083
101,0.07328299
102,0.6582688
103,0.07328299
104,0.122719266
105,0.07328299
106,0.07328299
107,0.94275385
108,0.22537656
109,0.07328299
110,0.6746552
111,0.07328299
112,0.07328299
113,0.07328299
114,0.50962186
115,0.3895833
116,0.07328299
117,0.23759408
118,12.626301
119,0.24470781
120,0.09900407
121,0.11812643
122,0.20598245
123,0.81365454
124,1.2677959
125,0.80695224
126,0.07328299
127,0.09319517
128,0.07328299
129,0.07542598
130,0.07328299
131,0.07328299
132,0.07328299
133,0.07328299
134,0.100260764
135,0.07328299
136,0.07328299
137,0.07328299
138,1.2256871
139,0.07328299
140,0.64911264
141,0.79098713
142,0.23903064
143,0.07328299
144,0.07328299
145,0.07328299
146,0.07328299
147,0.4232717
148,0.07328299
149,0.07328299
150,0.15606038
151,0.07328299
152,0.07328299
153,0.34715828
154,0.07328299
155,0.67114913
156,0.6691084
157,0.07543491
158,0.3299051
159,0.16135731
160,0.07328299
161,0.07328299
162,0.07328299
163,0.49935102
164,1.2362549
165,0.07328299
166,0.5065937
167,0.117943496
168,0.07328299
169,0.06802578
170,0.07328299
171,1.8525616
172,0.116314985
173,1.7488062
174,1.8366903
175,3.4416523
176,0.9499227
177,0.07328299
178,0.07056158
179,0.117943496
180,0.07328299
181,0.385744
182,0.07328299
183,0.2500146
184,0.07057851
185,0.07328299
186,0.13895665
187,0.35273352
188,0.07328299
189,0.07328299
190,0.07328299
191,2.2880576
192,0.07328299
193,0.23429266
194,0.07543491
195,0.34965348
196,0.07328299
197,2.7856452
198,0.8354702
199,0.07328299
200,0.07328299
201,0.07328299
202,0.43611535
203,1.7607111
204,0.23597631
205,0.07328299
206,0.07328299
207,0.07328299
208,0.59154373
209,0.61481166
210,0.17355357
211,0.24089171
212,0.095301926
213,0.07328299
214,0.16337521
215,1.2170174
216,0.48340315
217,0.4936965
218,4.41478
219,0.97959596
220,0.4808103
221,0.07328299
222,0.07328299
223,0.34715828
224,1.9704359
225,0.8355722
226,0.40532428
227,0.07328299
228,0.79098713
229,0.07328299
230,0.07328299
231,0.25919572
232,0.07328299
233,0.1802714
234,0.07328299
235,0.35939908
236,0.3849186
237,0.6026046
238,0.07328299
239,0.59891313
240,0.35986856
241,0.093732454
242,0.07328299
243,0.07328299
244,0.07328299
245,0.30017346
246,1.2546175
247,1.8013989
248,1.1687123
249,0.07328299
250,0.34715828
251,0.4096501
252,0.47742012
253,4.212327
254,0.7766151
255,0.07328299
256,0.07328299
257,0.49579734
258,0.4986717
259,0.13346659
260,0.0845193
261,0.07328299
262,0.58785665
263,0.07328299
264,0.10579305
265,0.69589955
266,0.07328299
267,0.07328299
268,0.07805872
269,0.072229445
270,2.417059
271,0.11046781
272,0.40149865
273,0.07328299
274,8.91863
275,0.07328299
276,0.07328299
277,5.265007
278,0.07542598
279,0.56795305
280,0.4842084
281,0.4102999
282,0.20973161
283,0.5654717
284,0.4842084
285,0.23162939
286,0.07328299
287,0.8401812
288,0.2614153
289,0.07328299
290,0.07328299
291,0.09429607
292,0.8175432
293,0.33002305
294,0.07328299
295,1.4260498
296,0.48114955
297,0.41601682
298,0.07328299
299,0.07328299
300,0.060348965
301,0.9392526
302,0.8026339
303,0.5654717
304,0.07543491
305,0.07328299
306,0.5650442
307,0.34715828
308,0.35657609
309,0.07328299
310,0.07328299
311,0.47911867
312,0.3604654
313,0.56795305
314,0.07328299
315,0.07328299
316,0.31008378
317,0.07328299
318,0.09644799
319,0.43228897
320,0.07328299
321,0.106452115
322,2.2881382
323,0.23377238
324,1.28478
325,0.5654717
326,0.13518678
327,0.07328299
328,0.07328299
329,0.31100458
330,0.07328299
331,0.07328299
332,0.34715828
333,0.24389757
334,0.07328299
335,0.43590125
336,0.20144846
337,0.85191166
338,0.27062485
339,0.4842084
340,0.20813332
341,0.20033677
342,0.07328299
343,2.274771
344,0.162787
345,0.071357206
346,4.4841046
347,1.872655
348,0.18349963
349,0.45203054
350,0.07328299
351,0.33393404
352,0.07328299
353,0.32288855
354,0.07328299
355,0.07328299
356,0.07328299
357,0.07328299
358,0.799311
359,0.07328299
360,0.34715828
361,2.1889405
362,0.07328299
363,0.07328299
364,0.39303008
365,0.23162939
366,0.07328299
367,0.07328299
368,0.07328299
369,0.49478087
370,0.07328299
371,0.07328299
372,0.07328299
373,0.07328299
374,2.3725798
375,0.06568105
376,0.082156576
377,0.23162939
378,0.42080247
379,0.07328299
380,0.07328299
381,0.23162939
382,0.07328299
383,0.07328299
384,2.7151458
385,0.42102775
386,0.13577496
387,0.07328299
388,0.45216182
389,0.1062617
390,0.07328299
391,0.23162939
392,0.3697542
393,1.1557276
394,0.07328299
395,0.07328299
396,2.89933
397,0.38357827
398,0.07328299
399,0.40900797
400,0.07328299
401,0.7183734
402,1.8636577
403,2.777962
404,0.2791266
405,0.2378057
406,0.26881385
407,0.06461381
408,0.30972633
409,0.07328299
410,0.07328299
411,0.92375225
412,0.1736778
413,0.4842084
414,0.07328299
415,3.3482625
416,0.07328299
417,0.07328299
418,0.07328299
419,0.07328299
420,0.68348783
421,0.07328299
422,0.07328299
423,0.3226524
424,0.20813332
425,0.4134993
426,0.07328299
427,0.07328299
428,4.725032
429,0.5566617
430,0.6750169
431,1.0221351
432,0.07056158
433,0.07328299
434,0.08021064
435,0.50241774
436,0.2174197
437,0.5445908
438,0.6727519
439,0.265694
440,0.3670733
441,0.17559974
442,0.07328299
443,0.5659002
444,0.20813332
445,0.4438026
446,0.3520105
447,0.32668036
448,0.07328299
449,0.30430853
450,0.07328299
451,0.60714954
452,0.36971045
453,0.117943496
454,0.6780677
455,0.4297472
456,0.29120222
457,0.07328299
458,1.2208644
459,0.97910655
460,56.214222
461,0.99010646
462,0.07328299
463,0.31357965
464,1.3673232
465,0.07328299
466,0.07328299
467,0.07328299
468,0.07328299
469,0.84443724
470,0.07328299
471,0.64725566
472,0.34715828
473,0.07328299
474,0.07328299
475,0.07328299
476,0.07328299
477,0.07057851
478,0.07328299
479,0.07328299
480,0.07328299
481,0.07328299
482,0.22537656
483,0.07328299
484,0.6583415
485,0.4746473
486,1.1146681
487,0.20803563
488,0.07328299
489,1.8703458
490,0.4224471
491,0.07328299
492,0.49062404
493,0.07328299
494,0.08776776
495,0.13305357
496,0.23162939
497,0.07328299
498,0.07328299
499,0.07328299
500,0.07328299
501,0.44666493
502,0.3817765
503,0.07328299
504,2.5093138
505,1.9609709
506,1.2527672
507,0.26197737
508,2.4763756
509,0.53355086
510,0.3356421
511,0.20695218
512,0.2791266
513,0.07328299
514,0.07056158
515,0.07328299
516,0.07328299
517,1.3412291
518,0.3544584
519,0.14484458
520,1.205492
521,1.0642573
522,0.94176483
523,2.9090197
524,0.34715828
525,1.2248614
526,0.70748925
527,0.33277762
528,0.07543491
529,0.11066759
530,0.07328299
531,1.0754328
532,0.07805872
533,0.10565893
534,0.07328299
535,0.07193446
536,0.07328299
537,0.2506752
538,1.3564014
539,0.4299448
540,0.19653107
541,0.07328299
542,0.79668105
543,0.23415126
544,0.09052619
545,0.07328299
546,0.19948588
547,0.13791795
548,0.117943496
549,0.07767854
550,0.07328299
551,0.8754352
552,0.5791387
553,0.19946417
554,0.07328299
555,0.07328299
556,0.29015195
557,0.4842084
558,0.07328299
559,0.2861933
560,0.4409234
561,0.47600147
562,0.13613446
563,0.07328299
564,0.07328299
565,0.25358602
566,0.34715828
567,0.07328299
568,0.4694654
569,0.14132142
570,0.07328299
571,0.07328299
572,0.07328299
573,0.2511918
574,0.07328299
575,0.07328299
576,0.2837087
577,0.07328299
578,0.07328299
579,0.30334175
580,0.07328299
581,0.07328299
582,0.07328299
583,0.07328299
584,0.4814581
585,0.07805872
586,0.07328299
587,1.8640629
588,2.5328665
589,0.44100004
590,0.91937995
591,0.5654717
592,0.9397915
593,0.24566732
594,0.1852107
595,0.3640789
596,0.33371916
597,0.07328299
598,0.07328299
599,0.07328299
600,0.21409805
601,0.36971045
602,0.07328299
603,0.07805872
604,0.07924768
605,0.10929732
606,0.07328299
607,0.07328299
608,0.100866534
609,0.8402766
610,0.3204912
611,1.472652
612,0.07328299
613,0.07328299
614,0.07328299
615,1.8878222
616,0.07328299
617,0.44576657
618,0.07328299
619,0.23162939
620,1.2765474
621,0.07328299
622,0.07328299
623,0.80338365
624,0.07328299
625,0.07328299
626,0.07328299
627,0.07328299
628,0.115243554
629,0.34715828
630,0.12657681
631,0.07328299
632,0.34715828
633,0.07328299
634,1.0256343
635,1.2855631
636,0.07328299
637,0.19066556
638,0.7415186
639,0.31050718
640,0.39735958
641,0.96452963
642,0.27062485
643,0.07328299
644,0.09644799
645,0.07328299
646,0.07328299
647,0.23162939
648,0.07328299
649,0.34715828
650,0.20813332
651,0.898457
652,0.07328299
653,0.3411216
654,0.3861049
655,0.07328299
656,0.62945485
657,0.07328299
658,0.07328299
659,0.25878975
660,1.2368127
661,0.55003375
662,0.07328299
663,1.4234093
664,0.13799939
665,0.5462832
666,0.34908122
667,0.07328299
668,0.07328299
669,0.34715828
670,0.23806952
671,0.14248413
672,0.37523347
673,1.0170387
674,0.07328299
675,0.07328299
676,1.95677
677,0.58695334
678,0.07328299
679,4.0092797
680,0.07328299
681,0.0844342
682,1.6292641
683,0.07328299
684,0.07328299
685,0.07328299
686,0.07328299
687,0.07328299
688,1.4237411
689,0.07328299
690,0.07328299
691,0.2997739
692,0.2555321
693,0.13401279
694,0.07328299
695,0.57606566
696,0.07328299
697,0.07328299
698,0.07328299
699,0.07328299
700,0.07328299
701,0.07328299
702,0.07328299
703,0.07328299
704,0.07328299
705,0.07328299
706,0.24131627
707,0.07328299
708,0.0750132
709,4.232245
710,0.24089171
711,0.79098713
712,0.07328299
713,1.2851901
714,0.07328299
